Plot.id,Species,Status,DBH,Crown Class,Height,Age,Code,Comments
H3P9,Sx,Live,34.9,4,,,,
H3P9,Bl,Live,24.4,4,,,,
H3P9,Sx,Live,17.2,4,,,,
H3P9,Bl,Dead,29.5,1,,,,
H3P9,Sx,Dead,7.5,1,,,,
H3P9,Sx,Live,25.4,4,,,,
H3P9,Sx,Live,20.3,4,,,,
H3P9,Ep,Dead,11,1,,,,Broken top at 2m
H3P9,Sx,Live,53.2,4,33.8,139,H3P9SIT1,
H3P9,Sx,Live,21.6,4,,,,
H3P9,Sx,Live,13.9,4,,,,
H3P9,Bl,Dead,11,1,,,,
H3P9,Sx,Live,14.4,3,,,,
H3P9,Sx,Live,27.2,4,,,,
H3P9,Sx,Live,27.1,4,,,,
H3P9,Sx,Live,41.9,4,,,,
H3P9,Bl,Dead,21.9,1,,,,Broken top at 4m
H3P9,Sx,Live,34.2,4,,,,
H3P9,Sx,Live,12.6,4,,,,
H3P9,Sx,Live,7.6,4,,,,
H3P9,Bl,Live,29.8,4,,,,
H3P9,Bl,Live,18.4,4,,,,
H3P9,Ep,Live,19.7,4,,,,
H3P9,Bl,Live,8.4,4,,,,
H3P9,Bl,Live,23.8,4,,,,
H3P9,Sx,Live,19.8,4,,,,
H3P9,Bl,Dead,16.4,1,,,,
H3P9,Sx,Live,17.1,4,,,,
H3P9,Sx,Live,20.4,4,,,,
H3P9,Sx,Live,22.4,4,,,,
H3P9,Bl,Live,9.1,4,,,,
H3P9,Bl,Dead,27.8,1,,,,
H3P9,Fd,Live,11.2,4,,,,
H3P9,Bl,Dead,42.3,1,,,,
H3P9,Bl,Dead,11.4,1,,,,
H3P9,Bl,Dead,23.7,1,,,,
