Plot.id,Species,Status,DBH,Crown Class,Height,Age,Code,Comments
H14P7,Sx,Live,11.5,3,,,,
H14P7,Sx,Live,11.7,3,,,,
H14P7,Ac,Dead,8.4,1,,,,
H14P7,Bl,Live,11.8,4,,,,
H14P7,Sx,Dead,7.8,1,,,,
H14P7,Ac,Dead,8.5,1,,,,
H14P7,Ac,Live,25,4,,,,
H14P7,Ac,Live,17.9,4,,,,
H14P7,Sx,Live,22.1,4,,,,
H14P7,Ac,Live,28.2,4,,,,
H14P7,Sx,Live,14.9,4,,,,
H14P7,Ac,Live,12.6,4,,,,
H14P7,Ac,Dead,7.7,1,,,,
H14P7,Ac,Live,23.9,4,,,,
H14P7,Sx,Live,15.4,4,,,,
H14P7,Ac,Live,19,4,,,,
H14P7,Ac,Dead,11,1,,,,
H14P7,Ac,Dead,17.9,1,,,,
H14P7,Ac,Dead,18.2,1,,,,Broken at 4m. Hung up in a tree
H14P7,Ac,Dead,12.8,1,,,,
H14P7,Ac,Dead,18.2,1,,,,
H14P7,Ac,Live,21.8,4,,,,
H14P7,Ac,Live,27.7,4,,,,
H14P7,Ac,Live,13.1,4,,,,
H14P7,Ac,Live,24.4,4,,,,
H14P7,Ac,Live,23.4,4,,,,
H14P7,Ac,Live,26.3,4,,,,
H14P7,Ac,Live,17.6,4,,,,
H14P7,Ac,Live,22.1,4,,,,
H14P7,Ac,Live,28.1,4,,,,
H14P7,Sx,Live,21.2,3,,,,
H14P7,Sx,Dead,18,1,,,,
H14P7,Sx,Live,10.7,4,,,,
H14P7,Sx,Live,10,1,,,,Broken top ~6m
H14P7,Sx,Live,28.4,4,,,,
H14P7,Sx,Dead,12.8,1,,,,
H14P7,Sx,Live,17.6,2,,,,
H14P7,Sx,Dead,9.3,1,,,,
H14P7,Sx,Live,19,4,,,,
H14P7,Sx,Dead,11.1,1,,,,
H14P7,Ac,Live,22.5,4,,,,
H14P7,Ac,Live,27.5,4,,,,
H14P7,Ac,Live,21.9,4,,,,
H14P7,Ac,Live,9.2,4,,,,
H14P7,Ac,Live,24.5,4,,,,
H14P7,Ac,Live,16,4,,,,
H14P7,Ac,Live,19,4,,,,
H14P7,Ac,Live,15.8,4,,,,
H14P7,Sx,Live,23.9,4,,,,
H14P7,Sx,Live,12.5,3,,,,
H14P7,Ac,Live,24,4,,,,
H14P7,Sx,Live,26,4,,,,
H14P7,Ac,Live,17.2,4,,,,
H14P7,Ac,Live,17.5,4,,,,
H14P7,Ac,Live,15.9,4,,,,
H14P7,Ac,Dead,9.2,1,,,,Broken top ~2.3m
H14P7,Ac,Live,22.5,4,,,,
H14P7,Sx,Live,7.5,4,,,,
H14P7,Sx,Live,13.5,3,,,,
H14P7,Sx,Live,21.3,4,,,,
H14P7,Sx,Live,22,4,,,,
H14P7,Sx,Live,26.5,4,,,,
H14P7,Ac,Live,19.1,4,,,,
H14P7,Sx,Live,19.3,4,,,,
H14P7,Bl,Live,10.3,4,,,,
H14P7,Sx,Live,11.7,4,,,,
H14P7,Sx,Live,19.1,4,,,,
H14P7,Sx,Live,24,4,,,,
H14P7,Fd,Live,26.8,4,,,,
H14P7,Sx,Live,26.6,4,,,,
H14P7,Ac,Live,17,4,,,,
H14P7,Sx,Live,19.4,4,,,,
H14P7,Sx,Live,21.9,4,,,,
H14P7,Sx,Live,12.1,4,,,,
H14P7,Ac,Live,12.5,4,,,,
H14P7,Sx,Live,18,4,,,,
H14P7,Sx,Dead,8.6,1,,,,
