Plot.id,Species,Status,DBH,Crown Class,Height,Age,Code,Comments
H3P8,Ep,Live,22.1,4,,,,
H3P8,Ep,Live,16.4,4,,,,
H3P8,Sx,Live,21.2,4,,,,
H3P8,Ac,Live,16.9,3,,,,
H3P8,Sx,Live,21.8,4,,,,
H3P8,Sx,Live,23.5,4,,,,
H3P8,Ac,Live,21.4,4,,,,
H3P8,Sx,Dead,8.2,1,,,,Broken top at 3.1m
H3P8,D,Live,8,4,,,,
H3P8,Bl,Live,7.8,3,,,,
H3P8,Bl,Live,20,4,,,,
H3P8,Sx,Live,9.1,3,,,,
H3P8,Sx,Live,40.8,4,,,,
H3P8,Sx,Dead,8.3,1,,,,
H3P8,Sx,Live,10.1,4,,,,
H3P8,Sx,Live,9.7,3,,,,
H3P8,Sx,Live,33.6,4,25.9,52,H3P8SIT1,H3P8SIT1
H3P8,Sx,Live,12.4,4,,,,
H3P8,Sx,Live,12.3,4,,,,
H3P8,Bl,Live,10,4,,,,
H3P8,Sx,Live,9,4,,,,
H3P8,Bl,Live,30.7,4,,,,
H3P8,Bl,Dead,26.4,1,,,,
H3P8,Bl,Live,15,4,,,,
H3P8,Bl,Live,9.5,4,,,,
H3P8,Bl,Dead,25.2,1,,,,
H3P8,Fd,Dead,71.8,1,,,,
H3P8,Sx,Live,16.6,4,,,,
H3P8,Bl,Live,26.1,1,,,,
H3P8,Bl,Live,22.9,4,,,,
H3P8,Bl,Live,7.8,2,,,,
H3P8,Bl,Live,23.8,4,,,,
H3P8,Bl,Live,10.6,4,,,,
H3P8,Bl,Live,26.9,2,,,,
H3P8,Sx,Live,55.3,4,,,,
H3P8,Bl,Live,8.3,3,,,,
H3P8,Bl,Live,24.5,4,,,,
H3P8,Ep,Live,16.5,4,,,,
H3P8,Fd,Live,66.8,4,,,,
H3P8,Bl,Live,26.9,3,,,,Broken top ~6m
H3P8,Bl,Dead,11.6,1,,,,
H3P8,Sx,Live,8.6,4,,,,
H3P8,Bl,Live,24,1,,,,
H3P8,Bl,Live,11,4,,,,
H3P8,D,Live,10.7,4,,,,
H3P8,Bl,Dead,13.7,1,,,,
H3P8,Bl,Live,24.2,4,,,,
H3P8,Bl,Live,17.8,4,,,,
H3P8,Sx,Live,7.6,4,,,,
H3P8,Bl,Live,24.5,4,,,,
H3P8,Bl,Live,13.5,4,,,,
H3P8,Bl,Live,15.1,4,,,,
H3P8,Bl,Live,10.3,4,,,,
H3P8,Sx,Live,19.9,4,,,,
H3P8,Ep,Live,18.9,4,,,,
H3P8,Bl,Dead,11.6,1,,,,Broken top ~5.5m
