"","plot.id","Hexagon","Plot","Species1","Height","DBH","SPHt","BAt","BA.ha"
"85","H2P1","2","1","Bl",NA,21.5,25,0.036305030103047,0.907625752576176
"86","H2P1","2","1","Bl",NA,17,25,0.0226980069221863,0.567450173054657
"87","H2P1","2","1","Sx",NA,22.7,25,0.0404707819617071,1.01176954904268
"88","H2P1","2","1","Sx",NA,16.8,25,0.0221670777637296,0.55417694409324
"89","H2P1","2","1","Bl",NA,9.3,25,0.00679290871522453,0.169822717880613
"90","H2P1","2","1","Bl",NA,12,25,0.0113097335529233,0.282743338823081
"91","H2P1","2","1","Sx",NA,24,25,0.045238934211693,1.13097335529233
"92","H2P1","2","1","Bl",NA,16.5,25,0.0213824649984955,0.534561624962388
"93","H2P1","2","1","Bl",NA,11.7,25,0.0107513154587477,0.268782886468692
"94","H2P1","2","1","Bl",NA,8.8,25,0.00608212337734984,0.152053084433746
"95","H2P1","2","1","Sx",NA,17.6,25,0.0243284935093994,0.608212337734984
"96","H2P1","2","1","Sx",NA,27.5,25,0.059395736106932,1.4848934026733
"97","H2P1","2","1","Bl",NA,10.4,25,0.0084948665353068,0.21237166338267
"98","H2P1","2","1","Bl",NA,7.7,25,0.00465662571078347,0.116415642769587
"99","H2P1","2","1","Bl",NA,17,25,0.0226980069221863,0.567450173054657
"100","H2P1","2","1","Bl",NA,10.5,25,0.00865901475145687,0.216475368786422
"101","H2P1","2","1","Bl",NA,19.5,25,0.029864765163188,0.746619129079699
"102","H2P1","2","1","Bl",NA,10.3,25,0.00833228911548353,0.208307227887088
"103","H2P1","2","1","Bl",NA,9.6,25,0.00723822947387088,0.180955736846772
"104","H2P1","2","1","Bl",NA,25,25,0.0490873852123405,1.22718463030851
"105","H2P1","2","1","Bl",NA,10.4,25,0.0084948665353068,0.21237166338267
"106","H2P1","2","1","Bl",NA,8.5,25,0.00567450173054657,0.141862543263664
"107","H2P1","2","1","Bl",NA,9.9,25,0.00769768739945839,0.19244218498646
"108","H2P1","2","1","Bl",NA,21.5,25,0.036305030103047,0.907625752576176
"109","H2P1","2","1","Bl",NA,19.7,25,0.0304805173232916,0.762012933082289
"110","H2P1","2","1","Bl",NA,18.5,25,0.0268802521422777,0.672006303556942
"111","H2P1","2","1","Bl",NA,19.3,25,0.0292552961883916,0.731382404709789
"112","H2P1","2","1","Bl",NA,8.9,25,0.00622113885227119,0.15552847130678
"113","H2P1","2","1","Bl",NA,17.4,25,0.0237787147950211,0.594467869875529
"114","H2P1","2","1","Bl",NA,26.3,25,0.0543252055640381,1.35813013910095
"115","H2P1","2","1","Bl",NA,17.6,25,0.0243284935093994,0.608212337734984
"116","H2P1","2","1","Bl",NA,9.6,25,0.00723822947387088,0.180955736846772
"117","H2P1","2","1","Bl",NA,11.8,25,0.0109358840271461,0.273397100678652
"118","H2P1","2","1","Bl",NA,16.7,25,0.0219039693789914,0.547599234474786
"119","H2P1","2","1","Sx",NA,12.4,25,0.0120762821603992,0.301907054009979
"120","H2P1","2","1","Sx",NA,10.8,25,0.00916088417786784,0.229022104446696
"121","H2P1","2","1","Bl",NA,18.2,25,0.0260155287643771,0.650388219109427
"122","H2P1","2","1","Bl",NA,9.9,25,0.00769768739945839,0.19244218498646
"123","H2P1","2","1","Bl",NA,12.9,25,0.0130698108370969,0.326745270927423
"124","H2P1","2","1","Bl",NA,12.7,25,0.0126676869774374,0.316692174435936
"125","H2P1","2","1","Bl",NA,15.7,25,0.0193592793295837,0.483981983239593
"126","H2P1","2","1","Bl",NA,18.8,25,0.0277591126871194,0.693977817177985
"127","H2P1","2","1","Bl",NA,18,25,0.0254469004940773,0.636172512351933
"128","H2P1","2","1","Bl",NA,9.5,25,0.00708821842466197,0.177205460616549
"129","H2P1","2","1","Bl",NA,9,25,0.00636172512351933,0.159043128087983
"130","H2P1","2","1","Bl",NA,7.7,25,0.00465662571078347,0.116415642769587
"131","H2P1","2","1","Bl",NA,12.7,25,0.0126676869774374,0.316692174435936
"132","H2P1","2","1","Bl",NA,14,25,0.01539380400259,0.38484510006475
"133","H2P1","2","1","Bl",19.1,22.8,25,0.040828138126053,1.02070345315132
"134","H2P2","2","2","Bl",26.6,31.6,25,0.0784267190042156,1.96066797510539
"135","H1P2","1","2","Bl",NA,9.3,25,0.00679290871522453,0.169822717880613
"136","H1P2","1","2","Bl",NA,13.3,25,0.0138929081123375,0.347322702808437
"137","H1P2","1","2","Bl",NA,9.1,25,0.00650388219109427,0.162597054777357
"138","H1P2","1","2","Bl",NA,12.5,25,0.0122718463030851,0.306796157577128
"139","H1P2","1","2","Sx",NA,30.4,25,0.0725833566685386,1.81458391671346
"140","H1P2","1","2","Bl",NA,13,25,0.0132732289614169,0.331830724035422
"141","H1P2","1","2","Bl",NA,8.9,25,0.00622113885227119,0.15552847130678
"142","H1P2","1","2","At",NA,9.4,25,0.00693977817177985,0.173494454294496
"143","H1P2","1","2","Bl",NA,15.9,25,0.0198556509688509,0.496391274221272
"144","H1P2","1","2","Sb",NA,18.4,25,0.026590440219984,0.6647610054996
"145","H1P2","1","2","Bl",NA,23,25,0.041547562843725,1.03868907109313
"146","H1P2","1","2","Bl",NA,13.1,25,0.0134782178820636,0.33695544705159
"147","H1P2","1","2","Bl",NA,8.2,25,0.00528101725068444,0.132025431267111
"148","H1P2","1","2","At",NA,51.5,25,0.208307227887088,5.20768069717721
"149","H1P1","1","1","Bl",NA,11.9,25,0.0111220233918713,0.278050584796782
"150","H1P1","1","1","Ac",NA,39.1,25,0.120072456618365,3.00181141545913
"151","H1P1","1","1","Ac",NA,35.6,25,0.099538221636339,2.48845554090848
"152","H1P1","1","1","Sx",NA,36.6,25,0.105208796376069,2.63021990940171
"153","H1P1","1","1","Bl",NA,13.4,25,0.0141026094219646,0.352565235549115
"154","H1P1","1","1","Bl",NA,17.6,25,0.0243284935093994,0.608212337734984
"155","H1P1","1","1","Ac",NA,56,25,0.24630086404144,6.157521601036
"156","H1P1","1","1","Sx",NA,60.9,25,0.291289256239009,7.28223140597522
"157","H1P1","1","1","Sx",NA,44.5,25,0.15552847130678,3.88821178266949
"158","H1P1","1","1","Sx",NA,13,25,0.0132732289614169,0.331830724035422
"159","H1P1","1","1","Bl",NA,12.9,25,0.0130698108370969,0.326745270927423
"160","H1P1","1","1","Sx",NA,47.5,25,0.177205460616549,4.43013651541373
"161","H1P1","1","1","Ac",NA,49.5,25,0.19244218498646,4.81105462466149
"162","H1P1","1","1","Bl",NA,19.8,25,0.0307907495978336,0.769768739945839
"163","H1P1","1","1","Sx",NA,9.5,25,0.00708821842466197,0.177205460616549
