"","ec5_uuid","created_at","Test","Hexagon","Plot","Species","Other_spp","Live_status","DBH","X28_Age_Taken","Code","Height.x","Cruise_tree_class","Crown_class","Conk","Blind_conk","Fork_crook","Scar","Frost_damage","Mistletoe","Rotten_bark","Dead_broken_top","Insect_damage","Fire_damage","Down_tree","Comments","Species1.x","Plot.id","Date","Species1.y","Distance","Bearing","Height.y","Age.ca","Technique","Additional.Comments"
"504","c436a4c3-2b22-42ca-8b9e-06c92122f9e2","2021-06-01T17:06:54.405Z","No, 11.28m Plot - Core Tree collection","4","1","Sx: spruce hybrid",NA,"Standing (Live)",55,"Yes","H4P1SIT3",34,"1: Older Immature","4 (75-100% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sx","H4P1",NA,NA,5.75,NA,NA,"120","SXBlue-IPAD",NA
"505","bf62de08-0421-487c-b938-463aa387106c","2021-06-01T17:01:49.185Z","No, 11.28m Plot - Core Tree collection","4","1","Sx: spruce hybrid",NA,"Standing (Live)",45.8,"Yes","H4P1SIT2",33.8,"8: Younger immature","4 (75-100% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pail green needles in upper crown (1/3)","Sx","H4P1",NA,NA,5.74,NA,NA,"65","SXBlue-IPAD",NA
"506","c8e8bf63-a9d9-4a7a-a86c-c3867a913688","2021-06-01T16:55:34.049Z","No, 11.28m Plot - Core Tree collection","4","1","Bl: subalpine fir",NA,"Standing (Live)",61.3,"Yes","H4P1SIT1",37.7,"1: Older Immature","4 (75-100% healthy)",NA,NA,"3: Top 1/3 only",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bl","H4P1",NA,NA,11.27,NA,NA,"132","SXBlue-IPAD + Visual inspection","This tree was actually inside plot. When plot was revisted this was checked. SxBlue indicated that tree was 12.38m from plot center"
"507","351fb4b2-e6fa-450a-b297-452d2b590a1a","2021-06-01T03:25:48.709Z","No, 11.28m Plot - Core Tree collection","4","1","Bl: subalpine fir",NA,"Down (Dead) (0-45%)",41.9,NA,NA,NA,"4: Dead useless","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Less than or equal to one clean break",NA,"Bl","H4P1",NA,NA,NA,NA,NA,NA,NA,NA
"508","d7c4b053-212e-441a-a3df-1b477c2d4e6d","2021-05-31T22:10:17.257Z","No, 11.28m Plot - Core Tree collection","4","1","Sx: spruce hybrid",NA,"Standing (Live)",12,NA,NA,NA,"8: Younger immature","2 (25-50% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pistol butt","Sx","H4P1",NA,NA,NA,NA,NA,NA,NA,NA
"509","7b13a756-5a70-49f5-80c0-779ca1519255","2021-05-31T21:59:49.880Z","No, 11.28m Plot - Core Tree collection","4","1","Bl: subalpine fir",NA,"Down (Dead) (0-45%)",34.1,NA,NA,NA,"3: Older Immature. Dead Potential","1 (0-25% healthy)",NA,NA,"3: Top 1/3 only",NA,NA,NA,NA,NA,NA,NA,"G: More than one clean break OR more shattered Break ",NA,"Bl","H4P1",NA,NA,NA,NA,NA,NA,NA,NA
"510","5b883868-54ca-4886-88bd-6f09fa63698b","2021-05-31T18:05:17.880Z","No, 11.28m Plot - Core Tree collection","3","2","Sx: spruce hybrid",NA,"Down (Dead) (0-45%)",36,NA,NA,NA,"9: Younger immature - Dead potential","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Less than or equal to one clean break","Tomentosus- honeycomb pattern in roots","Sx","H3P2",NA,NA,NA,NA,NA,NA,NA,NA
"511","051e144e-5d2f-4178-a431-b059b5fb83a0","2021-05-31T17:58:28.913Z","No, 11.28m Plot - Core Tree collection","3","2","Bl: subalpine fir",NA,"Down (Dead) (0-45%)",28.3,NA,NA,NA,"3: Older Immature. Dead Potential","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Less than or equal to one clean break",NA,"Bl","H3P2",NA,NA,NA,NA,NA,NA,NA,NA
"512","aba168fa-0578-4660-9395-dd01c513e1c0","2021-05-31T17:57:30.480Z","No, 11.28m Plot - Core Tree collection","3","2","Other","Unknown","Down (Dead) (0-45%)",25.7,NA,NA,NA,"4: Dead useless","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Less than or equal to one clean break",NA,"Other","H3P2",NA,NA,NA,NA,NA,NA,NA,NA
"513","46986d8f-1164-4d1d-8f69-668e3d1d50c8","2021-05-31T17:55:25.236Z","No, 11.28m Plot - Core Tree collection","3","2","Other","Unknown","Down (Dead) (0-45%)",40.7,NA,NA,NA,"4: Dead useless","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G: More than one clean break OR more shattered Break ",NA,"Other","H3P2",NA,NA,NA,NA,NA,NA,NA,NA
"514","214760de-8ddf-45a8-9f4c-6dd86ab73d5e","2021-05-31T17:54:32.264Z","No, 11.28m Plot - Core Tree collection","3","2","Other",NA,"Down (Dead) (0-45%)",30.8,NA,NA,NA,"4: Dead useless","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Less than or equal to one clean break",NA,"Other","H3P2",NA,NA,NA,NA,NA,NA,NA,NA
"515","f6d0350b-c876-4897-8fac-9060603764ab","2021-05-31T17:49:04.681Z","No, 11.28m Plot - Core Tree collection","3","2","Bl: subalpine fir",NA,"Down (Dead) (0-45%)",36.5,NA,NA,NA,"9: Younger immature - Dead potential","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Less than or equal to one clean break","Blowdown at base of bole, root mat uplifted","Bl","H3P2",NA,NA,NA,NA,NA,NA,NA,NA
"516","2e5c85ac-ba75-4533-adcf-d97c42ac15f8","2021-05-31T17:46:13.734Z","No, 11.28m Plot - Core Tree collection","3","2","Bl: subalpine fir",NA,"Standing (Live)",25.9,NA,NA,NA,"8: Younger immature","4 (75-100% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Some pitching on bole","Bl","H3P2",NA,NA,NA,NA,NA,NA,NA,NA
"517","d200af20-c823-42a8-910d-20d2ab0dc51a","2021-05-31T17:44:46.827Z","No, 11.28m Plot - Core Tree collection","3","2","Bl: subalpine fir",NA,"Standing (Live)",18.4,NA,NA,NA,"8: Younger immature","2 (25-50% healthy)",NA,NA,"1: Bottom 1/3 only",NA,NA,NA,NA,"3: Top 1/3 only",NA,NA,NA,NA,"Bl","H3P2",NA,NA,NA,NA,NA,NA,NA,NA
"518","f691aae5-2501-4f92-a2f8-e82266d6de17","2021-05-31T17:43:46.586Z","No, 11.28m Plot - Core Tree collection","3","2","Bl: subalpine fir",NA,"Standing (Live)",27.2,NA,NA,NA,"8: Younger immature","4 (75-100% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bl","H3P2",NA,NA,NA,NA,NA,NA,NA,NA
"519","cff75d33-c895-46c2-acb8-e5b87b90a2ac","2021-05-31T17:42:29.342Z","No, 11.28m Plot - Core Tree collection","3","2","Bl: subalpine fir",NA,"Standing (Live)",27,NA,NA,NA,"8: Younger immature","3 (50-75% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bl","H3P2",NA,NA,NA,NA,NA,NA,NA,NA
"520","946c17a7-ca96-456a-bc4e-675c7ef2545b","2021-05-31T17:41:16.256Z","No, 11.28m Plot - Core Tree collection","3","2","Bl: subalpine fir",NA,"Standing (Live)",14.6,NA,NA,NA,"8: Younger immature","2 (25-50% healthy)",NA,NA,"3: Top 1/3 only","4: Bottom and middle",NA,NA,NA,NA,NA,NA,NA,NA,"Bl","H3P2",NA,NA,NA,NA,NA,NA,NA,NA
"521","07533efd-0201-4f40-86bc-acdb32c3c3e6","2021-05-31T17:39:52.878Z","No, 11.28m Plot - Core Tree collection","3","2","Bl: subalpine fir",NA,"Standing (Live)",21.4,NA,NA,NA,"8: Younger immature","4 (75-100% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bl","H3P2",NA,NA,NA,NA,NA,NA,NA,NA
"522","5dff55c8-7290-4490-b310-f9edeb7a7196","2021-05-31T17:38:25.836Z","No, 11.28m Plot - Core Tree collection","3","2","Sx: spruce hybrid",NA,"Snag (Dead) (45-90%) ",10.2,NA,NA,NA,"8: Younger immature","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,"2: Middle 1/3 only",NA,NA,NA,NA,"Sx","H3P2",NA,NA,NA,NA,NA,NA,NA,NA
"523","c02c8f32-94f9-408e-bce7-df79f52adbcb","2021-05-31T17:37:19.505Z","No, 11.28m Plot - Core Tree collection","3","2","Bl: subalpine fir",NA,"Standing (Live)",9,NA,NA,NA,"8: Younger immature","2 (25-50% healthy)",NA,NA,"4: Bottom and middle",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bl","H3P2",NA,NA,NA,NA,NA,NA,NA,NA
"524","18e9307d-1b3b-4795-b69a-ad5d67756409","2021-05-31T17:36:04.608Z","No, 11.28m Plot - Core Tree collection","3","2","Bl: subalpine fir",NA,"Standing (Live)",20.2,NA,NA,NA,"8: Younger immature","4 (75-100% healthy)",NA,NA,NA,"1: Bottom 1/3 only",NA,NA,NA,NA,NA,NA,NA,NA,"Bl","H3P2",NA,NA,NA,NA,NA,NA,NA,NA
"525","2f5eb2bd-0542-455d-8828-6cedf8e4e3b0","2021-05-31T17:35:52.966Z","No, 11.28m Plot - Core Tree collection","3","2","Sx: spruce hybrid",NA,"Standing (Live)",12.5,NA,NA,NA,"8: Younger immature","4 (75-100% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spruce adelgid","Sx","H3P2",NA,NA,NA,NA,NA,NA,NA,NA
"526","7a07fed1-5499-4795-836d-797a141068a1","2021-05-31T17:34:04.933Z","No, 11.28m Plot - Core Tree collection","3","2","Sx: spruce hybrid",NA,"Standing (Live)",15.6,NA,NA,NA,"8: Younger immature","2 (25-50% healthy)",NA,NA,NA,"2: Middle 1/3 only",NA,NA,NA,NA,NA,NA,NA,"Snag has fallen into this tree","Sx","H3P2",NA,NA,NA,NA,NA,NA,NA,NA
"527","dad53e8e-f442-48b9-a06b-4a291e020531","2021-05-31T17:32:34.193Z","No, 11.28m Plot - Core Tree collection","3","2","Bl: subalpine fir",NA,"Standing (Live)",10,NA,NA,NA,"8: Younger immature","1 (0-25% healthy)",NA,NA,NA,"2: Middle 1/3 only",NA,NA,NA,NA,NA,NA,NA,"Snag has fallen on top of this tree","Bl","H3P2",NA,NA,NA,NA,NA,NA,NA,NA
"528","48f5a1de-a258-459b-882c-d391afd7e4d6","2021-05-31T17:30:50.735Z","No, 11.28m Plot - Core Tree collection","3","2","Bl: subalpine fir",NA,"Snag (Dead) (45-90%) ",47.7,NA,NA,NA,"7: Mature - Dead potential","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,"3: Top 1/3 only","3: Grey Attach (Balsam, White, Yellow or Lodgepole Pine)",NA,"E: Less than or equal to one clean break","Evidence of beetle, sap sucker, and woodpecker","Bl","H3P2",NA,NA,NA,NA,NA,NA,NA,NA
"529","4a2609c2-5701-4746-baa5-a1ff04a2d122","2021-05-31T17:30:40.649Z","No, 11.28m Plot - Core Tree collection","3","2","Ep: paper birch",NA,"Standing (Live)",27.5,NA,NA,NA,"1: Older Immature","4 (75-100% healthy)",NA,NA,"1: Bottom 1/3 only","1: Bottom 1/3 only",NA,NA,NA,NA,NA,NA,NA,NA,"Ep","H3P2",NA,NA,NA,NA,NA,NA,NA,NA
"530","bbb334bf-f46a-4eb8-8120-ce687e62dcf7","2021-05-31T17:28:23.319Z","No, 11.28m Plot - Core Tree collection","3","2","Bl: subalpine fir",NA,"Standing (Live)",7.8,NA,NA,NA,"8: Younger immature","2 (25-50% healthy)",NA,NA,NA,NA,NA,NA,NA,"3: Top 1/3 only",NA,NA,NA,NA,"Bl","H3P2",NA,NA,NA,NA,NA,NA,NA,NA
"531","b760d8f7-1d85-407d-8d57-da998c712764","2021-05-31T17:28:15.782Z","No, 11.28m Plot - Core Tree collection","3","2","Bl: subalpine fir",NA,"Standing (Live)",22.7,NA,NA,NA,"1: Older Immature","4 (75-100% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bl","H3P2",NA,NA,NA,NA,NA,NA,NA,NA
"532","5642ef5b-fb93-483d-95ca-e6356ba0aabb","2021-05-31T17:27:09.704Z","No, 11.28m Plot - Core Tree collection","3","2","Bl: subalpine fir",NA,"Snag (Dead) (45-90%) ",15.8,NA,NA,NA,"9: Younger immature - Dead potential","1 (0-25% healthy)","1: Bottom 1/3 only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bl","H3P2",NA,NA,NA,NA,NA,NA,NA,NA
"533","8acd9ccc-6b74-4e4f-84a0-84cebe8299bf","2021-05-31T17:25:52.291Z","No, 11.28m Plot - Core Tree collection","3","2","Bl: subalpine fir",NA,"Standing (Live)",23.6,NA,NA,NA,"8: Younger immature","2 (25-50% healthy)",NA,NA,NA,"2: Middle 1/3 only",NA,NA,NA,NA,NA,NA,NA,"Chlorotic needles","Bl","H3P2",NA,NA,NA,NA,NA,NA,NA,NA
"534","9674d2b9-3ca7-4c5c-a46c-ed78afa5620c","2021-05-31T17:24:28.229Z","No, 11.28m Plot - Core Tree collection","3","2","Sx: spruce hybrid",NA,"Standing (Live)",9.4,NA,NA,NA,"8: Younger immature","3 (50-75% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abnormal branching though crown. Needles loss randomly throughout crown","Sx","H3P2",NA,NA,NA,NA,NA,NA,NA,NA
"535","21e8964b-8a04-45f5-a759-e426662e45cb","2021-05-31T17:23:20.892Z","No, 11.28m Plot - Core Tree collection","3","2","Sx: spruce hybrid",NA,"Standing (Live)",13.5,NA,NA,NA,"8: Younger immature","4 (75-100% healthy)",NA,NA,NA,NA,NA,NA,NA,"3: Top 1/3 only",NA,NA,NA,"Canker on stem in middle third","Sx","H3P2",NA,NA,NA,NA,NA,NA,NA,NA
"536","79f18905-3c28-4feb-a09e-80cffbe032e9","2021-05-31T17:21:20.452Z","No, 11.28m Plot - Core Tree collection","3","2","Ep: paper birch",NA,"Standing (Live)",21.3,NA,NA,NA,"1: Older Immature","4 (75-100% healthy)",NA,NA,NA,"1: Bottom 1/3 only",NA,NA,NA,NA,NA,NA,NA,NA,"Ep","H3P2",NA,NA,NA,NA,NA,NA,NA,NA
"537","e0d2eb07-4994-45cd-b3b2-6246015b18f3","2021-05-27T21:36:29.323Z","No, 11.28m Plot - Core Tree collection","3","1","Other",NA,"Down (Dead) (0-45%)",49,NA,NA,NA,"4: Dead useless","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Less than or equal to one clean break",NA,"Other","H3P1",NA,NA,NA,NA,NA,NA,NA,NA
"538","69ee5190-daca-42d5-aa67-a2ee173d59da","2021-05-27T21:35:04.077Z","No, 11.28m Plot - Core Tree collection","3","1","Other",NA,"Down (Dead) (0-45%)",21,NA,NA,NA,"4: Dead useless","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Less than or equal to one clean break",NA,"Other","H3P1",NA,NA,NA,NA,NA,NA,NA,NA
"539","f13f497d-7e9b-42a0-8389-0bcd629e7b38","2021-05-27T21:33:46.414Z","No, 11.28m Plot - Core Tree collection","3","1","Other",NA,"Down (Dead) (0-45%)",23,NA,NA,NA,"4: Dead useless","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G: More than one clean break OR more shattered Break ",NA,"Other","H3P1",NA,NA,NA,NA,NA,NA,NA,NA
"540","85d4a66b-447c-4613-a8b1-612ebd94a69a","2021-05-27T21:29:36.964Z","No, 11.28m Plot - Core Tree collection","3","1","Other",NA,"Down (Dead) (0-45%)",24.2,NA,NA,NA,"4: Dead useless","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G: More than one clean break OR more shattered Break ",NA,"Other","H3P1",NA,NA,NA,NA,NA,NA,NA,NA
"541","67b785f9-8d79-476b-bd99-8e8e9e8e4ab5","2021-05-27T21:28:32.616Z","No, 11.28m Plot - Core Tree collection","3","1","Other",NA,"Down (Dead) (0-45%)",24.2,NA,NA,NA,"4: Dead useless","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G: More than one clean break OR more shattered Break ",NA,"Other","H3P1",NA,NA,NA,NA,NA,NA,NA,NA
"542","6376e87b-7fd5-4681-ba32-e7ebd7142e80","2021-05-27T21:27:53.104Z","No, 11.28m Plot - Core Tree collection","3","1","Bl: subalpine fir",NA,"Down (Dead) (0-45%)",23.2,NA,NA,NA,"9: Younger immature - Dead potential","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Less than or equal to one clean break",NA,"Bl","H3P1",NA,NA,NA,NA,NA,NA,NA,NA
"543","a92a748b-0fbd-497d-99be-2c65d07e516d","2021-05-27T21:26:15.979Z","No, 11.28m Plot - Core Tree collection","3","1","Other",NA,"Down (Dead) (0-45%)",50,NA,NA,NA,"4: Dead useless","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Less than or equal to one clean break",NA,"Other","H3P1",NA,NA,NA,NA,NA,NA,NA,NA
"544","73dfaf72-6ff9-4d82-a13f-865728c81805","2021-05-27T21:24:44.920Z","No, 11.28m Plot - Core Tree collection","3","1","Other",NA,"Down (Dead) (0-45%)",51,NA,NA,NA,"4: Dead useless","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Less than or equal to one clean break",NA,"Other","H3P1",NA,NA,NA,NA,NA,NA,NA,NA
"545","35b8ac2b-bfec-4251-b1ae-c67a3ec8630d","2021-05-27T21:23:09.066Z","No, 11.28m Plot - Core Tree collection","3","1","Other",NA,"Down (Dead) (0-45%)",33.1,NA,NA,NA,"4: Dead useless","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G: More than one clean break OR more shattered Break ",NA,"Other","H3P1",NA,NA,NA,NA,NA,NA,NA,NA
"546","51000da4-3c49-46c8-b9f0-ea61fbc182c7","2021-05-27T21:18:25.813Z","No, 11.28m Plot - Core Tree collection","3","1","Bl: subalpine fir",NA,"Standing (Live)",15.4,NA,NA,NA,"8: Younger immature","1 (0-25% healthy)",NA,NA,NA,"2: Middle 1/3 only",NA,NA,NA,NA,NA,NA,NA,NA,"Bl","H3P1",NA,NA,NA,NA,NA,NA,NA,NA
"547","0d912674-5254-4e60-8313-3c02d7928fd4","2021-05-27T21:16:45.666Z","No, 11.28m Plot - Core Tree collection","3","1","Bl: subalpine fir",NA,"Standing (Live)",12.1,NA,NA,NA,"8: Younger immature","3 (50-75% healthy)",NA,NA,NA,"1: Bottom 1/3 only",NA,NA,NA,NA,NA,NA,NA,NA,"Bl","H3P1",NA,NA,NA,NA,NA,NA,NA,NA
