"","Plot.id","Hexagon","Plot","Species","Status","DBH","Crown.class","Height","Code","Comments","Date","Species1","Distance","Bearing","Age.ca","Technique","Additional.Comments"
"686","H4P6","4","6","Bl","Live",15.8,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"687","H4P6","4","6","Bl","Live",18.1,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"688","H4P6","4","6","Bl","Live",14.5,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"689","H4P6","4","6","Bl","Live",10.2,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"690","H4P6","4","6","Sx","Live",25.3,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"691","H4P6","4","6","Ep","Dead",19,"1",NA,"","",NA,NA,0,NA,NA,NA,NA
"692","H4P6","4","6","Ep","Live",16.4,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"693","H4P6","4","6","Bl","Live",9,"3",NA,"","",NA,NA,0,NA,NA,NA,NA
"694","H4P6","4","6","Sx","Live",10.2,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"695","H4P6","4","6","Ep","Live",17.9,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"696","H4P6","4","6","Ep","Live",10.2,"3",NA,"","",NA,NA,0,NA,NA,NA,NA
"697","H4P6","4","6","Ep","Live",26.2,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"698","H4P6","4","6","Bl","Live",12.4,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"699","H4P6","4","6","Sx","Live",47.5,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"700","H4P6","4","6","Ep","Live",23.6,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"701","H4P6","4","6","Ep","Live",9.9,"3",NA,"","",NA,NA,0,NA,NA,NA,NA
"702","H5P5","5","5","Sx","Live",17.3,"3",NA,"","",NA,NA,0,NA,NA,NA,NA
"703","H5P5","5","5","Sx","Live",8.2,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"704","H5P5","5","5","Sx","Live",22,"3",NA,"","",NA,NA,0,NA,NA,NA,NA
"705","H5P5","5","5","Bl","Live",27.4,"2",NA,"","",NA,NA,0,NA,NA,NA,NA
"706","H5P5","5","5","Bl","Dead",17.3,"1",NA,"","",NA,NA,0,NA,NA,NA,NA
"707","H5P5","5","5","Bl","Live",23.5,"3",NA,"","",NA,NA,0,NA,NA,NA,NA
"708","H5P5","5","5","Bl","Dead",24.5,"1",NA,"","",NA,NA,0,NA,NA,NA,NA
"709","H5P5","5","5","Bl","Live",21.2,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"710","H5P5","5","5","Sx","Live",20.7,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"711","H5P5","5","5","Bl","Dead",20.3,"1",NA,"","Broken top at 15m",NA,NA,0,NA,NA,NA,NA
"712","H5P5","5","5","Sx","Live",15.5,"3",NA,"","",NA,NA,0,NA,NA,NA,NA
"713","H5P5","5","5","Bl","Live",11.1,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"714","H5P5","5","5","Ep","Live",45.7,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"715","H5P5","5","5","Sx","Live",9.6,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"716","H5P5","5","5","Bl","Live",22.4,"1",NA,"","",NA,NA,0,NA,NA,NA,NA
"717","H5P5","5","5","Bl","Live",14.8,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"718","H5P5","5","5","Ep","Live",35,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"719","H5P5","5","5","Sx","Live",33.6,"3",NA,"","",NA,NA,0,NA,NA,NA,NA
"720","H5P5","5","5","Bl","Dead",23.3,"1",NA,"","",NA,NA,0,NA,NA,NA,NA
"721","H5P5","5","5","Bl","Live",28.6,"3",NA,"","",NA,NA,0,NA,NA,NA,NA
"722","H5P5","5","5","Bl","Dead",24.1,"1",NA,"","",NA,NA,0,NA,NA,NA,NA
"723","H5P5","5","5","Bl","Live",26.7,"2",NA,"","",NA,NA,0,NA,NA,NA,NA
"724","H5P5","5","5","Bl","Live",8.6,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"725","H5P5","5","5","Bl","Live",29.1,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"726","H5P5","5","5","Ac","Dead",46,"1",NA,"","Broken top at 5m",NA,NA,0,NA,NA,NA,NA
"727","H5P5","5","5","Ac","Live",61.2,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"728","H5P5","5","5","Bl","Live",22.5,"2",NA,"","",NA,NA,0,NA,NA,NA,NA
"729","H5P5","5","5","Ac","Live",59,"3",NA,"","",NA,NA,0,NA,NA,NA,NA
"730","H5P5","5","5","Bl","Live",23.1,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"731","H5P5","5","5","Sx","Live",9.3,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"732","H5P5","5","5","Sx","Live",8.4,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"733","H5P5","5","5","Bl","Live",27.2,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"734","H5P5","5","5","Bl","Dead",16.1,"1",NA,"","",NA,NA,0,NA,NA,NA,NA
"735","H5P5","5","5","Bl","Live",19,"3",NA,"","",NA,NA,0,NA,NA,NA,NA
"736","H5P5","5","5","Sx","Live",11.4,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"737","H5P5","5","5","Ep","Live",17.4,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"738","H5P5","5","5","Bl","Live",12.1,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"739","H5P5","5","5","Bl","Live",20.8,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"740","H5P6","5","6","Sx","Live",7.8,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"741","H5P6","5","6","D","Live",11,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"742","H5P6","5","6","Sx","Live",7.8,"2",NA,"","",NA,NA,0,NA,NA,NA,NA
"743","H5P6","5","6","Bl","Live",23.7,"3",NA,"","",NA,NA,0,NA,NA,NA,NA
"744","H5P6","5","6","Sx","Live",8.9,"3",NA,"","",NA,NA,0,NA,NA,NA,NA
"745","H5P6","5","6","Sx","Live",10.8,"3",NA,"","",NA,NA,0,NA,NA,NA,NA
"746","H5P6","5","6","D","Live",11.4,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"747","H5P6","5","6","Sx","Live",20.4,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"748","H5P6","5","6","Sx","Live",14.7,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"749","H5P6","5","6","Sx","Live",33.7,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"750","H5P6","5","6","Sx","Live",18.1,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"751","H5P6","5","6","D","Live",11.6,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"752","H5P6","5","6","D","Live",10.7,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"753","H5P6","5","6","Sx","Live",26.2,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"754","H5P6","5","6","Sx","Live",52,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"755","H5P6","5","6","D","Live",9,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"756","H5P6","5","6","Bl","Live",8.1,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"757","H5P6","5","6","Bl","Live",26.2,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"758","H5P6","5","6","D","Live",9.3,"3",NA,"","",NA,NA,0,NA,NA,NA,NA
"759","H5P6","5","6","Bl","Live",30.3,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"760","H5P6","5","6","Bl","Live",13.8,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"761","H5P6","5","6","Bl","Live",11.5,"2",NA,"","",NA,NA,0,NA,NA,NA,NA
"762","H5P6","5","6","Sx","Live",38.9,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"763","H5P6","5","6","Sx","Live",20,"3",NA,"","",NA,NA,0,NA,NA,NA,NA
"764","H5P6","5","6","D","Live",8.5,"1",NA,"","",NA,NA,0,NA,NA,NA,NA
"765","H5P6","5","6","Bl","Live",27.3,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"766","H5P6","5","6","Sx","Live",30.9,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"767","H5P6","5","6","Ep","Live",13,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"768","H5P6","5","6","D","Dead",7.5,"1",NA,"","Broken top at 5m",NA,NA,0,NA,NA,NA,NA
"769","H5P6","5","6","Ep","Live",39.8,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"770","H5P6","5","6","Sx","Live",60.5,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"771","H5P6","5","6","Bl","Live",9.8,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"772","H5P6","5","6","Bl","Live",9.6,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"773","H5P6","5","6","Bl","Dead",12.1,"1",NA,"","",NA,NA,0,NA,NA,NA,NA
"774","H8P4","8","4","Bl","Live",9.7,"3",NA,"","",NA,NA,0,NA,NA,NA,NA
"775","H8P4","8","4","Bl","Dead",31.6,"1",NA,"","",NA,NA,0,NA,NA,NA,NA
"776","H8P4","8","4","Bl","Live",10,"1",NA,"","",NA,NA,0,NA,NA,NA,NA
"777","H8P4","8","4","Bl","Live",36.9,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"778","H8P4","8","4","Ep","Live",24,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"779","H8P4","8","4","Ep","Live",14.5,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"780","H8P4","8","4","Fd","Live",68.3,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"781","H8P4","8","4","Sx","Live",21.2,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"782","H8P4","8","4","Sx","Live",11.3,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"783","H8P4","8","4","Ep","Live",13.2,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"784","H8P4","8","4","Sx","Live",13.5,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"785","H8P4","8","4","Sx","Live",24.8,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"786","H8P4","8","4","Ep","Live",13.8,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"787","H8P4","8","4","Sx","Live",10.6,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"788","H8P4","8","4","Bl","Live",26.3,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"789","H8P4","8","4","Bl","Live",29.5,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"790","H8P4","8","4","Bl","Live",36.3,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"791","H8P4","8","4","Bl","Live",38,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"792","H8P4","8","4","Ep","Live",27.5,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"793","H8P4","8","4","Bl","Live",25.2,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"794","H8P4","8","4","Sx","Live",8.9,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"795","H8P4","8","4","Ep","Live",8.9,"3",NA,"","",NA,NA,0,NA,NA,NA,NA
"796","H8P4","8","4","Sx","Live",18.1,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"797","H8P4","8","4","Sx","Live",8.4,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"798","H8P4","8","4","Sx","Live",10.7,"3",NA,"","",NA,NA,0,NA,NA,NA,NA
"799","H8P4","8","4","Ep","Live",18.1,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"800","H8P4","8","4","Ep","Live",22.6,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"801","H8P4","8","4","Bl","Live",17.1,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"802","H8P4","8","4","Bl","Live",28.1,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"803","H8P4","8","4","Bl","Live",34.1,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"804","H8P4","8","4","Sx","Live",8.4,"2",NA,"","",NA,NA,0,NA,NA,NA,NA
"805","H8P4","8","4","Ac","Live",24.8,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"806","H8P4","8","4","Ac","Live",22.2,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"807","H8P4","8","4","Sx","Live",23.3,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"808","H8P4","8","4","D","Dead",8.3,"1",NA,"","",NA,NA,0,NA,NA,NA,NA
"809","H8P4","8","4","Sx","Live",8.9,"3",NA,"","",NA,NA,0,NA,NA,NA,NA
"810","H8P4","8","4","Bl","Live",33.1,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"811","H8P4","8","4","Bl","Live",36,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"812","H8P4","8","4","Fd","Live",9.2,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"813","H8P4","8","4","Ep","Live",10.8,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"814","H8P4","8","4","Sx","Live",8.2,"3",NA,"","",NA,NA,0,NA,NA,NA,NA
"815","H8P4","8","4","Sx","Live",12.8,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"816","H8P4","8","4","Fd","Live",11.7,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"817","H8P4","8","4","Bl","Live",31,"2",NA,"","",NA,NA,0,NA,NA,NA,NA
"818","H8P4","8","4","Sx","Live",9.1,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"819","H8P4","8","4","Bl","Live",22.4,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"820","H8P4","8","4","Bl","Live",39,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"821","H8P4","8","4","Bl","Live",10.7,"3",NA,"","",NA,NA,0,NA,NA,NA,NA
"822","H8P6","8","6","Fd","Live",49.5,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"823","H8P6","8","6","Fd","Live",42.6,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"824","H8P6","8","6","Bl","Live",18.8,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"825","H8P6","8","6","Fd","Live",39.4,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"826","H8P6","8","6","Fd","Live",47.7,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"827","H8P6","8","6","Bl","Live",9.8,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"828","H8P6","8","6","Fd","Live",35.6,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"829","H8P6","8","6","Fd","Live",37.7,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"830","H8P6","8","6","Sx","Live",14.5,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"831","H8P6","8","6","Fd","Dead",21.8,"1",NA,"","Break at 1.5m",NA,NA,0,NA,NA,NA,NA
"832","H8P6","8","6","Sx","Live",11.6,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"833","H8P6","8","6","Bl","Live",8.8,"3",NA,"","",NA,NA,0,NA,NA,NA,NA
"834","H8P6","8","6","Sx","Live",24.5,"3",NA,"","",NA,NA,0,NA,NA,NA,NA
"835","H8P6","8","6","Fd","Live",49.6,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"836","H8P6","8","6","Fd","Live",24.2,"3",NA,"","",NA,NA,0,NA,NA,NA,NA
"837","H8P6","8","6","Fd","Live",42.7,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"838","H8P6","8","6","Pl","Dead",17.9,"1",NA,"","",NA,NA,0,NA,NA,NA,NA
"839","H8P6","8","6","Pl","Dead",18.4,"1",NA,"","",NA,NA,0,NA,NA,NA,NA
"840","H8P6","8","6","Sx","Live",7.5,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"841","H8P6","8","6","Fd","Live",48.8,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"842","H8P6","8","6","Bl","Live",8.2,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"843","H8P6","8","6","Sx","Live",31.1,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"844","H8P6","8","6","Sx","Live",9.3,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"845","H8P6","8","6","Sx","Live",7.7,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"846","H8P6","8","6","Bl","Live",9.1,"3",NA,"","",NA,NA,0,NA,NA,NA,NA
"847","H8P6","8","6","Sx","Live",21.8,"4",20.8,"H8P6SIT1","H8P6SIT1 in plot","30-Aug-21","Sx",10.08,207,"48","Bearing and distance from plot center",NA
"848","H8P6","8","6","Sx","Live",7.7,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"849","H8P6","8","6","Sx","Live",20.3,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"850","H8P6","8","6","Sx","Live",8.6,"3",NA,"","",NA,NA,0,NA,NA,NA,NA
"851","H8P6","8","6","Bl","Live",9.7,"3",NA,"","",NA,NA,0,NA,NA,NA,NA
"852","H8P6","8","6","Fd","Live",44.4,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"853","H8P6","8","6","Bl","Live",8,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"854","H8P6","8","6","Bl","Live",10.1,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"855","H8P6","8","6","Bl","Live",8.3,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"856","H8P6","8","6","Bl","Live",7.5,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"857","H8P6","8","6","Bl","Live",22.1,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"858","H8P6","8","6","Bl","Live",15.6,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"859","H8P6","8","6","Bl","Live",8.1,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"860","H8P6","8","6","Bl","Live",7.6,"1",NA,"","",NA,NA,0,NA,NA,NA,NA
"861","H8P6","8","6","Bl","Live",10.7,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"862","H8P6","8","6","Bl","Live",7.9,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"863","H8P6","8","6","Bl","Live",21.1,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"864","H9P1","9","1","Sx","Live",14.3,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"865","H9P1","9","1","Bl","Live",29.7,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"866","H9P1","9","1","Bl","Live",25.7,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"867","H9P1","9","1","Bl","Live",22.8,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"868","H9P1","9","1","Bl","Live",28.8,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"869","H9P1","9","1","Bl","Dead",30.9,"1",NA,"","Broken at 1.7m",NA,NA,0,NA,NA,NA,NA
"870","H9P1","9","1","Bl","Live",20.3,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"871","H9P1","9","1","Bl","Live",12.7,"3",NA,"","",NA,NA,0,NA,NA,NA,NA
"872","H9P1","9","1","Bl","Live",21.8,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"873","H9P1","9","1","Bl","Live",31.2,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"874","H9P1","9","1","Bl","Live",8,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"875","H9P1","9","1","Bl","Live",8,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"876","H9P1","9","1","Bl","Live",12.4,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"877","H9P1","9","1","Bl","Dead",16.5,"1",NA,"","",NA,NA,0,NA,NA,NA,NA
"878","H9P1","9","1","Bl","Live",12.3,"3",NA,"","",NA,NA,0,NA,NA,NA,NA
"879","H9P1","9","1","Sx","Dead",9.2,"1",NA,"","Broken top at 2.5m",NA,NA,0,NA,NA,NA,NA
"880","H9P1","9","1","Bl","Live",41.9,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"881","H9P1","9","1","Bl","Live",19.7,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"882","H9P1","9","1","Sx","Live",8.5,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"883","H9P1","9","1","Bl","Live",30.5,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"884","H9P1","9","1","Sx","Live",37.2,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"885","H9P1","9","1","Ep","Live",19.9,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"886","H9P1","9","1","Bl","Live",10,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"887","H9P1","9","1","Sx","Live",16.8,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"888","H9P1","9","1","Sx","Live",8.8,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"889","H9P1","9","1","Bl","Live",7.8,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"890","H9P1","9","1","Sx","Live",8,"3",NA,"","",NA,NA,0,NA,NA,NA,NA
"891","H9P1","9","1","Sx","Live",19.1,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"892","H9P1","9","1","Sx","Live",26.5,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"893","H9P1","9","1","Sx","Live",31.9,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"894","H9P1","9","1","Sx","Live",26,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"895","H9P1","9","1","Sx","Live",9.7,"1",NA,"","",NA,NA,0,NA,NA,NA,NA
"896","H9P1","9","1","Sx","Dead",8,"1",NA,"","",NA,NA,0,NA,NA,NA,NA
"897","H9P1","9","1","Sx","Live",9.5,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"898","H9P1","9","1","Sx","Live",37.1,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"899","H9P1","9","1","Sx","Live",29.2,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"900","H9P1","9","1","Sx","Live",40,"4",27.7,"H9P1SIT1","In. H9P1SIT1","09-Sep-21","Sx",6.47,210,"55","Bearing and distance from plot center",NA
"901","H9P1","9","1","Bl","Dead",22.8,"1",NA,"","",NA,NA,0,NA,NA,NA,NA
"902","H9P1","9","1","Sx","Dead",18.5,"1",NA,"","Broken top at 6m",NA,NA,0,NA,NA,NA,NA
"903","H9P1","9","1","Sx","Live",46.2,"4",NA,"","",NA,NA,0,NA,NA,NA,NA
"904","H9P6","9","6","Bl","Live",8.1,"4",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"905","H9P6","9","6","Bl","Live",7.7,"4",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"906","H9P6","9","6","Bl","Live",10.2,"4",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"907","H9P6","9","6","Bl","Live",21.3,"4",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"908","H9P6","9","6","Bl","Live",13.5,"4",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"909","H9P6","9","6","Bl","Live",21.5,"4",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"910","H9P6","9","6","Bl","Dead",10.4,"1",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"911","H9P6","9","6","Bl","Live",23.1,"4",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"912","H9P6","9","6","Bl","Live",12.1,"3",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"913","H9P6","9","6","Bl","Live",27,"3",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"914","H9P6","9","6","Bl","Live",8.2,"4",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"915","H9P6","9","6","Bl","Live",40.9,"4",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"916","H9P6","9","6","Bl","Live",16,"4",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"917","H9P6","9","6","Bl","Live",10.1,"2",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"918","H9P6","9","6","Bl","Live",9,"4",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"919","H9P6","9","6","Bl","Live",11.6,"4",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"920","H9P6","9","6","At","Live",24.6,"4",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"921","H9P6","9","6","Sx","Live",25.1,"4",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"922","H9P6","9","6","Bl","Live",9.5,"4",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"923","H9P6","9","6","Sx","Live",22.1,"4",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"924","H9P6","9","6","Bl","Live",13.6,"4",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"925","H9P6","9","6","Sx","Live",24.1,"4",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"926","H9P6","9","6","Bl","Dead",44.7,"1",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"927","H9P6","9","6","Bl","Live",38.4,"1",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"928","H9P6","9","6","Bl","Dead",20.7,"1",NA,NA,"Broken top at 15m",NA,NA,0,NA,NA,NA,NA
"929","H9P6","9","6","Bl","Dead",20.4,"1",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"930","H9P6","9","6","Bl","Live",8.1,"2",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"931","H9P6","9","6","Bl","Live",8.7,"4",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"932","H9P6","9","6","Sx","Live",18.5,"4",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"933","H9P6","9","6","Sx","Live",16.7,"4",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"934","H9P6","9","6","Sx","Live",10,"2",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"935","H9P6","9","6","Sx","Live",18.4,"4",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"936","H9P6","9","6","Sx","Live",13.9,"3",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"937","H9P6","9","6","Sx","Live",38,"4",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"938","H9P6","9","6","Bl","Live",41.8,"2",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"939","H9P6","9","6","Bl","Dead",17.2,"1",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"940","H9P6","9","6","Bl","Dead",14.9,"1",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"941","H9P6","9","6","Sx","Live",22.7,"4",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"942","H9P6","9","6","Bl","Live",31.3,"4",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"943","H9P6","9","6","Bl","Live",22.7,"4",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"944","H9P6","9","6","Bl","Live",10.3,"3",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"945","H9P6","9","6","Bl","Live",11.1,"3",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"946","H9P6","9","6","Bl","Live",22.6,"4",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"947","H9P6","9","6","Bl","Live",8.7,"2",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"948","H9P6","9","6","Bl","Live",25.7,"4",NA,NA,"",NA,NA,0,NA,NA,NA,NA
"949","H9P6","9","6","Bl","Live",16.2,"4",NA,NA,"",NA,NA,0,NA,NA,NA,NA
